,Title,Label
1474,Assistant Project Officer  Education,Raw
1475,Analog and Digital Design Engineer,Graphic Designer
1478,Country Manager,Sales Manager
1479,Community Participation Specialist,Raw
1481,Public Sector Consultant,PR Specialist
1489,Organizational Capacity Development (OCD) Specialist,Raw
1490,National Consultant/ Contractor,Raw
1491,Financial Manager,Finance Specialist
1494,"Public Health Education, Information & Communication Manager",Health Manager
1499,Procurement Coordinator,Raw
1500,Biologist,Project Manager/ Assistant
1502,Intermediate Java Developers,Java Developer
1503,Senior Software Engineer,Engineer
1504,Senior Java Developers,Java Developer
1505,Intermediate Software Engineer,Engineer
1506,Software Development Manager,Engineer
1507,Export Manager,Export/ Import Manager
1509,Driver,Medical Representative
1511,Driver GS/2,Raw
1512,Administrative/ HR Assistant  GS/5,Assistant
1513,Warehouse Supervisor,Receptionist
1515,Preseller,Finance Specialist
1516,Automated Test Engineer,Test Engineer
1517,Developer of Automated Tests,Test Engineer
1518,Lawyer,Lawyer
1519,Accountant,Accountant
1523,HTML Specialist,PHP Developer
1524,Translator,Translator
1525,Salesperson/ Consultant,Consultant
1526,Driver,Driver
1536,Secretary-Referent,Raw
1542,Designer,Graphic Designer
1543,Management Information Systems (MIS) Officer,Information Officer
1545,Legal Adviser / Lawyer,Lawyer
1546,General Practitioner,Raw
1547,Plastic Cards Manager,Raw
1549,Project Manager,Project Manager/ Assistant
1552,"Senior Engineer, Application Engineering and SQA Group",Engineer
1554,"Engineer, Application Engineering Group",Engineer
1557,Accountant,Accountant
1558,Sysadmin/ Payment Sysytems Administrator,Raw
1559,Verification Engineer/ System Administrator,Software Developer
1560,Librarian/Information Specialist,Raw
1561,Sales Consultant,Consultant
1563,Country Manager,Engineer
1564,Accountant,Accountant
1569,Senior .NET Developer,.NET Developer
1570,Chief Accountant,Accountant
1571,Sales Manager,Sales Manager
1573,Manager,Medical Representative
1574,Senior Programme Assistant (Human Rights Issues),HR Specialist
1575,IS/ICT Governance Officer,Information Officer
1577,VCT Counselor,Engineer
1578,Waiter/ Waitress,Raw
1580,Programmer,Programmer
1581,Main Specialist - Customer Service Department,Customs Specialist
1582,Main Specialist - Perspective Development and Planning,Project Manager/ Assistant
1583,Leading Specialist - Department of Plastic Cards,Raw
1585,Secretary,Raw
1586,Human Resources Manager,Office Manager
1587,Retail Analyst,Brand Manager
1594,Legal Consultant/ Lawyer,Lawyer
1596,C/C++ Software Engineer,C/ C++ Developer
1597,Finance Manager,Raw
1598,Assistant to Chief Accountant,Accountant
1599,Assistant to Vice-President,Assistant
1600,Marketing Specialist/ Sales Manager,Sales Manager
1601,Public Relations Expert,PR Specialist
1604,Verification Engineer,Engineer
1606,Factory Manager,Raw
1607,Chief Accountant,Accountant
1611,Receptionist/ Secretary,Receptionist
1612,Web Designer (Independent Contractor),Web Developer/ Designer
1613,Translator,Raw
1614,Accountant,Accountant
1615,Technician,Raw
1616,Office Manager,Raw
1617,Assistant to Project Director,Director
1618,Legal Acts Expert,Lawyer
1619,Administrative Assistant,Raw
1620,Store Manager,Brand Manager
1621,Deputy Director/ Deputy Project Manager,Project Manager/ Assistant
1622,Adminsitrative Assistant,Assistant
1627,Assistant to Executive Director,Raw
1631,Automated Tests Developer,Test Engineer
1633,Marketing Manager,Marketing Specialist
1636,Store Manager/ Technical Consultant,Consultant
1638,Jewelry Modelmaker,Graphic Designer
1640,Technician,Medical Representative
1644,Director of Design Studio,Director
1646,Administrative Assistant,Assistant
1647,Secretary,Raw
1649,Special Projects Assistant/Receptionist,Raw
1650,Training Liaison/ Monitor,Training Specialist
1651,Chief Accountant,Finance Specialist
1655,Manager of Digital Board Design and Layout,Graphic Designer
1658,Secretary,Raw
1659,Promoter,PR Specialist
1669,Assistant Underwriter,Raw
1670,Chief Accountant,Accountant
1673,Chief Accountant,Accountant
1676,IT Manager Assistant,Assistant
1677,Sales Manager Assistant,Sales Manager
1678,Counter-trafficking Programme Associate,Programmer
1679,Promoter,Raw
1680,Customer Support Specialist,Software Developer
1684,Senior Software Engineer,Software Engineer
1686,Plastic Cards Specialist,Raw
1690,Accountant,Accountant
1692,Accountant,Accountant
1693,Chief Accountant,Raw
1694,Chief Accountant,Raw
1695,Regional Representative,Transport Manager
1700,Sales Person,Sales Manager
1701,Marketing Specialist,Marketing Specialist
1702,IT & Web Manager,Web Developer/ Designer
1706,Manager,Raw
1707,Receptionist,Receptionist
1708,Senior Software Engineer  Java/DBMS,Engineer
1710,Deputy Director,Director
1711,Chief Accountant,Accountant
1712,Receptionist/ Secretary,Receptionist
1713,Marketing Specialist/ Sales Manager,Sales Manager
1714,National Programme Officer (ICS9/NOB),Raw
1726,Data Miner,Data Analyst
1729,Consultant. MSE Finance in Armenia,Consultant
1732,Country Manager,Raw
1735,Project Manager,Project Manager/ Assistant
1736,Motion Graphics Designer,Marketing Specialist
1737,Graphic Designer (Web/Print),Marketing Specialist
1738,Assistant to the Editor,Journalist
1739,Program Coordinator,Project Manager/ Assistant
1741,Sales Associates,Sales Manager
1744,Driver,Driver
1745,Field Office Accountant,Raw
1746,Administrative Assistant,Assistant
1747,IT Specialist,Raw
1749,Office Administrative Manager,Raw
1750,Receptionist,Call Center Specialist
1752,"Administrative Secretary, College of Engineering",Engineer
1753,Web Programmer/ Coder,Programmer
1754,Marketing Director,Marketing Specialist
1755,General Manager,Raw
1756,Social Worker,Social Worker
1757,Cluster Coordinator,Software Developer
1759,Sales Agent,Sales Agent
1760,Receptionist/ Administrative Assistant,Receptionist
1761,Chief Accountant,Accountant
1763,Staff Attorney,Lawyer
1764,Director of  Finance,Director
1767,Start-Up Consultant,Software Developer
1768,IT Project Management Consultant,Raw
1769,Accountant,Accountant
1771,Medical Doctor,Health Manager
1772,Operator - Cashier,Receptionist
1774,Database Programmer,Project Manager/ Assistant
1776,River Basin Planner/ IWRM Specialist,Project Manager/ Assistant
1778,Water Resources Monitoring Specialist,Controller
1779,Groundwater Monitoring Specialist,Controller
1782,Software Developer,Software Developer
1783,Office Manager,Finance Specialist
1785,Field Social Worker,Social Worker
1787,Senior Program Associate,Raw
1788,Senior Electronic/ Software Engineer,C/ C++ Developer
1789,Field Team Leader,Team Leader
1795,Chief Accountant,Accountant
1796,Assistant for the AWP (Annual Work Plan),Raw
1797,PHP Programmer,PHP Developer
1798,Sales Director,Sales Manager
1801,Receptionist,Receptionist
1803,.NET Solution Developer/ Project Manager,.NET Developer
1805,Commercial Director,Raw
1806,Press Secretary,Media Specialist
1809,Business Analyst with Health care Domain,Analyst
1811,Negotiator,Raw
1812,Small and Medium Business Programs Developer,Raw
1815,Small and Medium Business Programs Developer,Software Developer
1816,Resource Center Intern,Raw
1817,Chief Accountant,Accountant
1823,Database Architect/ Developer,Software Developer
1824,Accountant,Accountant
1826,Senior Financial Officer/ Senior Accountant,Finance Specialist
1827,Grants Manager,Project Manager/ Assistant
1828,Program Assistant,Translator
1829,Advocacy Specialist,Raw
1830,Organizational Development & Training Specialist,Training Specialist
1831,Monitoring and Evaluation Specialist,Controller
1832,Furniture Designer,Graphic Designer
1833,Water/ Wastewater Works Monitoring Team Leader,Project Manager/ Assistant
1836,Auditor of Financial Audit Unit,Auditor
1837,Customer Relations Manager/ Representative in Armenia,Customs Specialist
1838,Auditor of Information Technologies Audit Unit,Information Officer
1839,Auditor of Operational Audit Unit,Controller
1840,Education Consultant,Raw
1841,Sales Advisor,Engineer
1849,Website Moderator,Translator
1850,Bell Boy (Doorman),Sales Agent
1851,Product Specialists - Medical Devices and Diagnostics (MD&D),Medical Representative
1854,Medical Representative in Armenia,Medical Representative
1856,QA Specialist,Raw
1857,Receptionist,Receptionist
1858,Developer 1,Software Developer
1870,Secretary,Raw
1872,Accountant,Accountant
1873,Journalist,Journalist
1875,Accountant,Raw
1876,Translator/ Interpreter,Raw
1877,Marketing (Agribusiness Development) Manager,Raw
1879,Graphic Designer,Graphic Designer
1881,Accountant,Raw
1884,Human Resources Assistant,Translator
1887,Medical Representative,Medical Representative
1888,Merchandiser,Sales Manager
1892,"Project Officer (Logistics, Procurement, Driver)",Raw
1893,Resource Centre Manager,Information Officer
1894,Medical Representative,Medical Representative
1895,Banking Specialist/ Economist,Analyst
1896,Tour Operator for the Outgoing Department,Tour Manager
1897,Web Designer,Web Developer/ Designer
1898,Legal Assistant,Translator
1899,Executive Director,Director
1902,Claim Adjuster,Translator
1903,Intern for Rural Development Programs,Project Manager/ Assistant
1904,Communications Assistant,Assistant
1905,Intern for Credit Department,Credit Officer
1906,Intern for Marketing and Agribusiness Department,Marketing Specialist
1907,Intern for Administrative Services Department/ Computer Network,Department Head
1909,Office Manager,HR Specialist
1910,Announcements Moderator,Raw
1911,Senior Communication Specialist,Raw
1913,Gender Specialist,Translator
1914,Community Watershed Management Component Coordinator,Finance Specialist
1917,Bank Advisor. MSME Finance in Armenia,Consultant
1918,Driver/ Logistics Assistant,Assistant
1919,Administrative Assistant,Assistant
1921,Programme Coordinator/ Head of Office,Raw
1928,Information Officer,Raw
1929,Environmental Officer,Office Manager
1930,System/ Network Administrator,Raw
1934,Financial/ Administrative Manager,Raw
1937,Junior .Net Developer,Software Developer
1938,Veterinarian Specialist,Raw
1939,Law Specialist,Raw
1940,Local Credit Experts,Credit Officer
1943,Network Administrator,Raw
1944,Help Desk Officer,Raw
1946,Program Accountant,Raw
1948,Tax Assistant,Credit Officer
1949,PR Specialist,Office Manager
1950,Administrative Assistant,Assistant
1954,Policy and Legal Advisor,Lawyer
1956,Public Relations Director,PR Specialist
1960,Human Resources Manager,HR Specialist
1962,Local Expert/ Project Manager,Project Manager/ Assistant
1964,Shop Assistant,Brand Manager
1965,Software Engineer,Unix Administrator
1970,Office Manager,Office Manager
1971,Tourism Manager,Transport Manager
1972,Program/ Administrative Volunteer,Raw
1977,Business Trainer on Management,Manager
1978,Marketing Manager,Marketing Specialist
1980,Country Manager,Software Developer
1982,Clinical Psychologist,Raw
1983,Finance Manager,Finance Specialist
1984,Assistant/ Translator,Assistant
1985,Chief Financial Officer,Accountant
1988,Business Development and Sales Manager,Sales Manager
1989,Translator/ Interpreter,Translator
1991,Branch Manager,Teller
1992,Assistant for Order/ Sales/ Procurement Department,Sales Manager
1993,Grants Manager,Project Manager/ Assistant
1994,Financial Manager,Office Manager
1995,Coordinator of Urban Heating Project,Architect
1996,Sales/ Distribution Agent,Sales Agent
2003,Tour Manager,Tour Manager
2005,Administrative Volunteer,Raw
2009,Translator-Referent,Translator
2010,"Senior Manager, Test & Repair",Test Engineer
2011,Salesman,Sales Agent
2013,Loan Officer,Loan Specialist
2014,Chief Accountant,Accountant
2016,Operator,Operations Manager
2017,Finance Specialist,Raw
2019,Merchandiser,Finance Specialist
2021,English Language Interpreter/ Translator,Translator
2022,Administrative Assistant to the Director of Engineering,Assistant
2023,Financial Officer,Project Manager/ Assistant
2026,Acquiring and Chargeback Clerk,Raw
2028,Computer Programmer,Programmer
2029,Visual Basic Software Developer,C/ C++ Developer
2031,Social Worker,Raw
2033,Sustainability Officer,Credit Officer
2035,J2EE Software Engineer/ Developer,Raw
2037,Safety & Environmental Officer,Office Manager
2039,"Group Leader, Quality Control",Controller
2041,Graphic Designer,Graphic Designer
2042,Supervisor,Director
2043,Java Developer,Software Developer
2044,Logistics Driver,Driver
2047,Driver,Software Developer
2048,Programmer/ Developer,Programmer
2049,Financial Sector Expert,Raw
2050,Architect/ Designer,Graphic Designer
2051,Director's Assistant,Director
2052,Receptionist,Receptionist
2054,Web Designer,Web Developer/ Designer
2055,PHP Programmer,PHP Developer
2056,Search Engine Optimization Specialists,Engineer
2058,Accountant,Accountant
2060,Lecturer of Political Science,Raw
2063,Accountant,Accountant
2064,Newsroom Assistant/ Receptionist,Assistant
2065,Technical Support Specialist,Technical Support
2068,Receptionist,Receptionist
2072,Junior Developer,Software Developer
2073,Production Manager,Brand Manager
2076,Management Information System Manager,Office Manager
2077,Program Consultant,Project Manager/ Assistant
2083,Analyst Programme 2006 (Work & Study Program),Analyst
2084,Marketing and Operation Officer,Marketing Specialist
2087,National Program Officer,Raw
2088,Finance Assistant,Assistant
2092,Project Coordinator,Raw
2093,Office Manager,Raw
